index,channel,value
16591,1,2048
16592,0,2283
16593,1,2048
16594,0,2277
16595,1,2048
16596,0,2261
16597,1,2048
16598,0,2065
16599,1,2048
16600,0,1972
16601,1,2048
16602,0,1957
16603,1,2048
16604,0,1940
16605,1,2048
16606,0,1843
16607,1,2048
16608,0,1775
16609,1,2048
16610,0,1892
16611,1,2048
16612,0,1917
16613,1,2048
16614,0,1830
16615,1,2048
16616,0,1712
16617,1,2048
16618,0,1539
16619,1,2048
16620,0,1797
16621,1,2048
16622,0,1620
16623,1,2048
16624,0,1472
16625,1,2048
16626,0,1506
16627,1,2048
16628,0,1489
16629,1,2048
16630,0,1482
16631,1,2048
16632,0,1575
16633,1,2048
16634,0,1381
16635,1,2048
16636,0,1443
16637,1,2048
16638,0,1480
16639,1,2048
16640,0,1478
16641,1,2048
16642,0,1340
16643,1,2048
16644,0,1338
16645,1,2048
16646,0,1179
16647,1,2048
16648,0,1203
16649,1,2048
16650,0,1196
16651,1,2048
16652,0,1227
16653,1,2048
16654,0,1073
16655,1,2048
16656,0,1081
16657,1,2048
16658,0,1010
16659,1,2048
16660,0,1035
16661,1,2048
16662,0,1025
16663,1,2048
16664,0,1151
16665,1,2048
16666,0,1027
16667,1,2048
16668,0,983
16669,1,2048
16670,0,883
16671,1,2048
16672,0,983
16673,1,2048
16674,0,1163
16675,1,2048
16676,0,933
16677,1,2048
16678,0,949
16679,1,2048
16680,0,1079
16681,1,2048
16682,0,910
16683,1,2048
16684,0,946
16685,1,2048
16686,0,1029
16687,1,2048
16688,0,851
16689,1,2048
16690,0,956
16691,1,2048
16692,0,897
16693,1,2048
16694,0,955
16695,1,2048
16696,0,861
16697,1,2048
16698,0,804
16699,1,2048
16700,0,924
16701,1,2048
16702,0,832
16703,1,2048
16704,0,864
16705,1,2048
16706,0,762
16707,1,2048
16708,0,986
16709,1,2048
16710,0,733
16711,1,2048
16712,0,728
16713,1,2048
16714,0,965
16715,1,2048
16716,0,864
16717,1,2048
16718,0,744
16719,1,2048
16720,0,977
16721,1,2048
16722,0,1009
16723,1,2048
16724,0,930
16725,1,2048
16726,0,929
16727,1,2048
16728,0,935
16729,1,2048
16730,0,1052
16731,1,2048
16732,0,982
16733,1,2048
16734,0,855
16735,1,2048
16736,0,1066
16737,1,2048
16738,0,997
16739,1,2048
16740,0,1184
16741,1,2048
16742,0,989
16743,1,2048
16744,0,1183
16745,1,2048
16746,0,1028
16747,1,2048
16748,0,1256
16749,1,2048
16750,0,1134
16751,1,2048
16752,0,1221
16753,1,2048
16754,0,1320
16755,1,2048
16756,0,1324
16757,1,2048
16758,0,1314
16759,1,2048
16760,0,1473
16761,1,2048
16762,0,1369
16763,1,2048
16764,0,1427
16765,1,2048
16766,0,1578
16767,1,2048
16768,0,1485
16769,1,2048
16770,0,1589
16771,1,2048
16772,0,1745
16773,1,2048
16774,0,1538
16775,1,2048
16776,0,1709
16777,1,2048
16778,0,1524
16779,1,2048
16780,0,1651
16781,1,2048
16782,0,1830
16783,1,2048
16784,0,1734
16785,1,2048
16786,0,1762
16787,1,2048
16788,0,1949
16789,1,2048
16790,0,1982
16791,1,2048
16792,0,1723
16793,1,2048
16794,0,1978
16795,1,2048
16796,0,1914
16797,1,2048
16798,0,1917
16799,1,2048
16800,0,1891
16801,1,2048
16802,0,2050
16803,1,2048
16804,0,2188
16805,1,2048
16806,0,2037
16807,1,2048
16808,0,2220
16809,1,2048
16810,0,2157
16811,1,2048
16812,0,2281
16813,1,2048
16814,0,2240
16815,1,2048
16816,0,2367
16817,1,2048
16818,0,2502
16819,1,2048
16820,0,2360
16821,1,2048
16822,0,2550
16823,1,2048
16824,0,2414
16825,1,2048
16826,0,2698
16827,1,2048
16828,0,2579
16829,1,2048
16830,0,2633
16831,1,2048
16832,0,2592
16833,1,2048
16834,0,2662
16835,1,2048
16836,0,2778
16837,1,2048
16838,0,2609
16839,1,2048
16840,0,2704
16841,1,2048
16842,0,2681
16843,1,2048
16844,0,2888
16845,1,2048
16846,0,2864
16847,1,2048
16848,0,2891
16849,1,2048
16850,0,2942
16851,1,2048
16852,0,2908
16853,1,2048
16854,0,3063
16855,1,2048
16856,0,2986
16857,1,2048
16858,0,3109
16859,1,2048
16860,0,3052
16861,1,2048
16862,0,3039
16863,1,2048
16864,0,3086
16865,1,2048
16866,0,2954
16867,1,2048
16868,0,3135
16869,1,2048
16870,0,3209
16871,1,2048
16872,0,3155
16873,1,2048
16874,0,3131
16875,1,2048
16876,0,3152
16877,1,2048
16878,0,3174
16879,1,2048
16880,0,3164
16881,1,2048
16882,0,3140
16883,1,2048
16884,0,3314
16885,1,2048
16886,0,3218
16887,1,2048
16888,0,3250
16889,1,2048
16890,0,3430
16891,1,2048
16892,0,3189
16893,1,2048
16894,0,3300
16895,1,2048
16896,0,3147
16897,1,2048
16898,0,3287
16899,1,2048
16900,0,3378
16901,1,2048
16902,0,3505
16903,1,2048
16904,0,3247
16905,1,2048
16906,0,3220
16907,1,2048
16908,0,3212
16909,1,2048
16910,0,3138
16911,1,2048
16912,0,3148
16913,1,2048
16914,0,3098
16915,1,2048
16916,0,3173
16917,1,2048
16918,0,3315
16919,1,2048
16920,0,3181
16921,1,2048
16922,0,3137
16923,1,2048
16924,0,3240
16925,1,2048
16926,0,3168
16927,1,2048
16928,0,3210
16929,1,2048
16930,0,3174
16931,1,2048
16932,0,3039
16933,1,2048
16934,0,3213
16935,1,2048
16936,0,3099
16937,1,2048
16938,0,3054
16939,1,2048
16940,0,3041
16941,1,2048
16942,0,3052
16943,1,2048
16944,0,3033
16945,1,2048
16946,0,2794
16947,1,2048
16948,0,2917
16949,1,2048
16950,0,2932
16951,1,2048
16952,0,2982
16953,1,2048
16954,0,2664
16955,1,2048
16956,0,2843
16957,1,2048
16958,0,2813
16959,1,2048
16960,0,2772
16961,1,2048
16962,0,2756
16963,1,2048
16964,0,2613
16965,1,2048
16966,0,2517
16967,1,2048
16968,0,2622
16969,1,2048
16970,0,2487
16971,1,2048
16972,0,2575
16973,1,2048
16974,0,2531
16975,1,2048
16976,0,2491
16977,1,2048
16978,0,2507
16979,1,2048
16980,0,2410
16981,1,2048
16982,0,2255
16983,1,2048
16984,0,2347
16985,1,2048
16986,0,2269
16987,1,2048
16988,0,2169
16989,1,2048
16990,0,2187
16991,1,2048
16992,0,2281
16993,1,2048
16994,0,2256
16995,1,2048
16996,0,2057
16997,1,2048
16998,0,2239
16999,1,2048
17000,0,2007
17001,1,2048
17002,0,2008
17003,1,2048
17004,0,2065
17005,1,2048
17006,0,1923
17007,1,2048
17008,0,1877
17009,1,2048
17010,0,1905
17011,1,2048
17012,0,1874
17013,1,2048
17014,0,1823
17015,1,2048
17016,0,1851
17017,1,2048
17018,0,1670
17019,1,2048
17020,0,1649
17021,1,2048
17022,0,1663
17023,1,2048
17024,0,1593
17025,1,2048
17026,0,1540
17027,1,2048
17028,0,1583
17029,1,2048
17030,0,1408
17031,1,2048
17032,0,1477
17033,1,2048
17034,0,1480
17035,1,2048
17036,0,1464
17037,1,2048
17038,0,1412
17039,1,2048
17040,0,1229
17041,1,2048
17042,0,1327
17043,1,2048
17044,0,1424
17045,1,2048
17046,0,1254
17047,1,2048
17048,0,1287
17049,1,2048
17050,0,1054
17051,1,2048
17052,0,1155
17053,1,2048
17054,0,1118
17055,1,2048
17056,0,1092
17057,1,2048
17058,0,1211
17059,1,2048
17060,0,1078
17061,1,2048
17062,0,1126
17063,1,2048
17064,0,1119
17065,1,2048
17066,0,1095
17067,1,2048
17068,0,923
17069,1,2048
17070,0,881
17071,1,2048
17072,0,1076
17073,1,2048
17074,0,1056
17075,1,2048
17076,0,825
17077,1,2048
17078,0,940
17079,1,2048
17080,0,873
17081,1,2048
17082,0,887
17083,1,2048
17084,0,871
17085,1,2048
17086,0,886
17087,1,2048
17088,0,984
17089,1,2048
17090,0,953
17091,1,2048
17092,0,854
17093,1,2048
17094,0,700
17095,1,2048
17096,0,909
17097,1,2048
17098,0,893
17099,1,2048
17100,0,865
17101,1,2048
17102,0,796
17103,1,2048
17104,0,914
17105,1,2048
17106,0,909
17107,1,2048
17108,0,832
17109,1,2048
17110,0,871
17111,1,2048
17112,0,850
17113,1,2048
17114,0,843
17115,1,2048
17116,0,1053
17117,1,2048
17118,0,809
17119,1,2048
17120,0,1023
17121,1,2048
17122,0,890
17123,1,2048
17124,0,1015
17125,1,2048
17126,0,887
17127,1,2048
17128,0,974
17129,1,2048
17130,0,993
17131,1,2048
17132,0,990
17133,1,2048
17134,0,1088
17135,1,2048
17136,0,1145
17137,1,2048
17138,0,1021
17139,1,2048
17140,0,1095
17141,1,2048
17142,0,1103
17143,1,2048
17144,0,1015
17145,1,2048
17146,0,1114
17147,1,2048
17148,0,1158
17149,1,2048
17150,0,1149
17151,1,2048
17152,0,1231
17153,1,2048
17154,0,1209
17155,1,2048
17156,0,1244
17157,1,2048
17158,0,1216
17159,1,2048
17160,0,1367
17161,1,2048
17162,0,1458
17163,1,2048
17164,0,1325
17165,1,2048
17166,0,1518
17167,1,2048
17168,0,1462
17169,1,2048
17170,0,1478
17171,1,2048
17172,0,1606
17173,1,2048
17174,0,1570
17175,1,2048
17176,0,1534
17177,1,2048
17178,0,1739
17179,1,2048
17180,0,1553
17181,1,2048
17182,0,1741
17183,1,2048
17184,0,1811
17185,1,2048
17186,0,1728
17187,1,2048
17188,0,1852
17189,1,2048
17190,0,1850
17191,1,2048
17192,0,1986
17193,1,2048
17194,0,1924
17195,1,2048
17196,0,2032
17197,1,2048
17198,0,1853
17199,1,2048
17200,0,2024
17201,1,2048
17202,0,2144
17203,1,2048
17204,0,2180
17205,1,2048
17206,0,2167
17207,1,2048
17208,0,2137
17209,1,2048
17210,0,2321
17211,1,2048
17212,0,2370
17213,1,2048
17214,0,2414
17215,1,2048
17216,0,2348
17217,1,2048
17218,0,2515
17219,1,2048
17220,0,2377
17221,1,2048
17222,0,2559
17223,1,2048
17224,0,2466
17225,1,2048
17226,0,2531
17227,1,2048
17228,0,2551
17229,1,2048
17230,0,2580
17231,1,2048
17232,0,2475
17233,1,2048
17234,0,2603
17235,1,2048
17236,0,2484
17237,1,2048
17238,0,2710
17239,1,2048
17240,0,2833
17241,1,2048
17242,0,2656
17243,1,2048
17244,0,2642
17245,1,2048
17246,0,2755
17247,1,2048
17248,0,2927
17249,1,2048
17250,0,2784
17251,1,2048
17252,0,2964
17253,1,2048
17254,0,2935
17255,1,2048
17256,0,2938
17257,1,2048
17258,0,2902
17259,1,2048
17260,0,3005
17261,1,2048
17262,0,3060
17263,1,2048
17264,0,3142
17265,1,2048
17266,0,3088
17267,1,2048
17268,0,3233
17269,1,2048
17270,0,3204
17271,1,2048
17272,0,3155
17273,1,2048
17274,0,3054
17275,1,2048
17276,0,3159
17277,1,2048
17278,0,3298
17279,1,2048
17280,0,3304
17281,1,2048
17282,0,3284
17283,1,2048
17284,0,3209
17285,1,2048
17286,0,3176
17287,1,2048
17288,0,3171
17289,1,2048
17290,0,3316
17291,1,2048
17292,0,3127
17293,1,2048
17294,0,3229
17295,1,2048
17296,0,3258
17297,1,2048
17298,0,3248
17299,1,2048
17300,0,3191
17301,1,2048
17302,0,3347
17303,1,2048
17304,0,3206
17305,1,2048
17306,0,3210
17307,1,2048
17308,0,3211
17309,1,2048
17310,0,3244
17311,1,2048
17312,0,3403
17313,1,2048
17314,0,3091
17315,1,2048
17316,0,3138
17317,1,2048
17318,0,3310
17319,1,2048
17320,0,3145
17321,1,2048
17322,0,3308
17323,1,2048
17324,0,3095
17325,1,2048
17326,0,3011
17327,1,2048
17328,0,3158
17329,1,2048
17330,0,3149
17331,1,2048
17332,0,3021
17333,1,2048
17334,0,3137
17335,1,2048
17336,0,3037
17337,1,2048
17338,0,3095
17339,1,2048
17340,0,2981
17341,1,2048
17342,0,3280
17343,1,2048
17344,0,2988
17345,1,2048
17346,0,3047
17347,1,2048
17348,0,2929
17349,1,2048
17350,0,2881
17351,1,2048
17352,0,2815
17353,1,2048
17354,0,2778
17355,1,2048
17356,0,2721
17357,1,2048
17358,0,2810
17359,1,2048
17360,0,2766
17361,1,2048
17362,0,2760
17363,1,2048
17364,0,2740
17365,1,2048
17366,0,2653
17367,1,2048
17368,0,2629
17369,1,2048
17370,0,2567
17371,1,2048
17372,0,2534
17373,1,2048
17374,0,2563
17375,1,2048
17376,0,2439
17377,1,2048
17378,0,2391
17379,1,2048
17380,0,2367
17381,1,2048
17382,0,2465
17383,1,2048
17384,0,2407
17385,1,2048
17386,0,2302
17387,1,2048
17388,0,2366
17389,1,2048
17390,0,2267
17391,1,2048
17392,0,2151
17393,1,2048
17394,0,2219
17395,1,2048
17396,0,2066
17397,1,2048
17398,0,2034
17399,1,2048
17400,0,1970
17401,1,2048
17402,0,1964
17403,1,2048
17404,0,1969
17405,1,2048
17406,0,1994
17407,1,2048
17408,0,1839
17409,1,2048
17410,0,1814
17411,1,2048
17412,0,2056
17413,1,2048
17414,0,1837
17415,1,2048
17416,0,1713
17417,1,2048
17418,0,1833
17419,1,2048
17420,0,1619
17421,1,2048
17422,0,1538
17423,1,2048
17424,0,1689
17425,1,2048
17426,0,1478
17427,1,2048
17428,0,1496
17429,1,2048
17430,0,1379
17431,1,2048
17432,0,1506
17433,1,2048
17434,0,1308
17435,1,2048
17436,0,1481
17437,1,2048
17438,0,1381
17439,1,2048
17440,0,1315
17441,1,2048
17442,0,1369
17443,1,2048
17444,0,1242
17445,1,2048
17446,0,1223
17447,1,2048
17448,0,1195
17449,1,2048
17450,0,1194
17451,1,2048
17452,0,1244
17453,1,2048
17454,0,1198
17455,1,2048
17456,0,1072
17457,1,2048
17458,0,951
17459,1,2048
17460,0,1172
17461,1,2048
17462,0,1009
17463,1,2048
17464,0,1178
17465,1,2048
17466,0,915
17467,1,2048
17468,0,1035
17469,1,2048
17470,0,1066
17471,1,2048
17472,0,1034
17473,1,2048
17474,0,1034
17475,1,2048
17476,0,884
17477,1,2048
17478,0,1000
17479,1,2048
17480,0,749
17481,1,2048
17482,0,937
17483,1,2048
17484,0,995
17485,1,2048
17486,0,1039
17487,1,2048
17488,0,1009
17489,1,2048
17490,0,770
17491,1,2048
17492,0,895
17493,1,2048
17494,0,780
17495,1,2048
17496,0,880
17497,1,2048
17498,0,1002
17499,1,2048
17500,0,795
17501,1,2048
17502,0,802
17503,1,2048
17504,0,839
17505,1,2048
17506,0,839
17507,1,2048
17508,0,1015
17509,1,2048
17510,0,828
17511,1,2048
17512,0,966
17513,1,2048
17514,0,859
17515,1,2048
17516,0,827
17517,1,2048
17518,0,783
17519,1,2048
17520,0,984
17521,1,2048
17522,0,953
17523,1,2048
17524,0,787
17525,1,2048
17526,0,903
17527,1,2048
17528,0,783
17529,1,2048
17530,0,971
17531,1,2048
17532,0,1123
17533,1,2048
17534,0,1025
17535,1,2048
17536,0,956
17537,1,2048
17538,0,1185
17539,1,2048
17540,0,1081
17541,1,2048
17542,0,1025
17543,1,2048
17544,0,1144
17545,1,2048
17546,0,1182
17547,1,2048
17548,0,1263
17549,1,2048
17550,0,1142
17551,1,2048
17552,0,1282
17553,1,2048
17554,0,1199
17555,1,2048
17556,0,1284
17557,1,2048
17558,0,1350
17559,1,2048
17560,0,1534
17561,1,2048
17562,0,1484
17563,1,2048
17564,0,1298
17565,1,2048
17566,0,1542
17567,1,2048
17568,0,1511
17569,1,2048
17570,0,1435
17571,1,2048
17572,0,1602
17573,1,2048
17574,0,1518
17575,1,2048
17576,0,1610
17577,1,2048
17578,0,1666
17579,1,2048
17580,0,1614
17581,1,2048
17582,0,1579
17583,1,2048
17584,0,1770
17585,1,2048
17586,0,1736
17587,1,2048
17588,0,1681
17589,1,2048
17590,0,1781
17591,1,2048
17592,0,1968
17593,1,2048
17594,0,1973
17595,1,2048
17596,0,1947
17597,1,2048
17598,0,2095
17599,1,2048
17600,0,2108
17601,1,2048
17602,0,2039
17603,1,2048
17604,0,2194
17605,1,2048
17606,0,2153
17607,1,2048
17608,0,2144
17609,1,2048
17610,0,2273
17611,1,2048
17612,0,2428
17613,1,2048
17614,0,2410
17615,1,2048
17616,0,2519
17617,1,2048
17618,0,2356
17619,1,2048
17620,0,2491
17621,1,2048
17622,0,2453
17623,1,2048
17624,0,2532
17625,1,2048
17626,0,2512
17627,1,2048
17628,0,2430
17629,1,2048
17630,0,2589
17631,1,2048
17632,0,2665
17633,1,2048
17634,0,2590
17635,1,2048
17636,0,2770
17637,1,2048
17638,0,2830
17639,1,2048
17640,0,2796
17641,1,2048
17642,0,2738
17643,1,2048
17644,0,2877
17645,1,2048
17646,0,2889
17647,1,2048
17648,0,2928
17649,1,2048
17650,0,2740
17651,1,2048
17652,0,2989
17653,1,2048
17654,0,2911
17655,1,2048
17656,0,2921
17657,1,2048
17658,0,2872
17659,1,2048
17660,0,3085
17661,1,2048
17662,0,2993
17663,1,2048
17664,0,3116
17665,1,2048
17666,0,3085
17667,1,2048
17668,0,3045
17669,1,2048
17670,0,3166
17671,1,2048
17672,0,3065
17673,1,2048
17674,0,3204
17675,1,2048
17676,0,3236
17677,1,2048
17678,0,3219
17679,1,2048
17680,0,3228
17681,1,2048
17682,0,3120
17683,1,2048
17684,0,3166
17685,1,2048
17686,0,3255
17687,1,2048
17688,0,3265
17689,1,2048
17690,0,3199
17691,1,2048
17692,0,3327
17693,1,2048
17694,0,3170
17695,1,2048
17696,0,3297
17697,1,2048
17698,0,3222
17699,1,2048
17700,0,3230
17701,1,2048
17702,0,3329
17703,1,2048
17704,0,3327
17705,1,2048
17706,0,3195
17707,1,2048
17708,0,3209
17709,1,2048
17710,0,3300
17711,1,2048
17712,0,3265
17713,1,2048
17714,0,3309
17715,1,2048
17716,0,3318
17717,1,2048
17718,0,3199
17719,1,2048
17720,0,3170
17721,1,2048
17722,0,3262
17723,1,2048
17724,0,3140
17725,1,2048
17726,0,3240
17727,1,2048
17728,0,3160
17729,1,2048
17730,0,3238
17731,1,2048
17732,0,2936
17733,1,2048
17734,0,3178
17735,1,2048
17736,0,3210
17737,1,2048
17738,0,3173
17739,1,2048
17740,0,3200
17741,1,2048
17742,0,2935
17743,1,2048
17744,0,2836
17745,1,2048
17746,0,2967
17747,1,2048
17748,0,2976
17749,1,2048
17750,0,2912
17751,1,2048
17752,0,2867
17753,1,2048
17754,0,2769
17755,1,2048
17756,0,2864
17757,1,2048
17758,0,2961
17759,1,2048
17760,0,2827
17761,1,2048
17762,0,2604
17763,1,2048
17764,0,2787
17765,1,2048
17766,0,2728
17767,1,2048
17768,0,2667
17769,1,2048
17770,0,2482
17771,1,2048
17772,0,2655
17773,1,2048
17774,0,2471
17775,1,2048
17776,0,2574
17777,1,2048
17778,0,2380
17779,1,2048
17780,0,2345
17781,1,2048
17782,0,2297
17783,1,2048
17784,0,2271
17785,1,2048
17786,0,2369
17787,1,2048
17788,0,2247
17789,1,2048
17790,0,2298
17791,1,2048
17792,0,2220
17793,1,2048
17794,0,2070
17795,1,2048
17796,0,2220
17797,1,2048
17798,0,2089
17799,1,2048
17800,0,2199
17801,1,2048
17802,0,1968
17803,1,2048
17804,0,2028
17805,1,2048
17806,0,1895
17807,1,2048
17808,0,1903
17809,1,2048
17810,0,1842
17811,1,2048
17812,0,1920
17813,1,2048
17814,0,1655
17815,1,2048
17816,0,1763
17817,1,2048
17818,0,1759
17819,1,2048
17820,0,1656
17821,1,2048
17822,0,1738
17823,1,2048
17824,0,1560
17825,1,2048
17826,0,1592
17827,1,2048
17828,0,1359
17829,1,2048
17830,0,1503
17831,1,2048
17832,0,1513
17833,1,2048
17834,0,1428
17835,1,2048
17836,0,1325
17837,1,2048
17838,0,1395
17839,1,2048
17840,0,1341
17841,1,2048
17842,0,1240
17843,1,2048
17844,0,1201
17845,1,2048
17846,0,1289
17847,1,2048
17848,0,1253
17849,1,2048
17850,0,1199
17851,1,2048
17852,0,1291
17853,1,2048
17854,0,1075
17855,1,2048
17856,0,1212
17857,1,2048
17858,0,1125
17859,1,2048
17860,0,1142
17861,1,2048
17862,0,1157
17863,1,2048
17864,0,1043
17865,1,2048
17866,0,832
17867,1,2048
17868,0,954
17869,1,2048
17870,0,907
17871,1,2048
17872,0,942
17873,1,2048
17874,0,866
17875,1,2048
17876,0,1015
17877,1,2048
17878,0,887
17879,1,2048
17880,0,838
17881,1,2048
17882,0,926
17883,1,2048
17884,0,963
17885,1,2048
17886,0,647
17887,1,2048
17888,0,829
17889,1,2048
17890,0,870
17891,1,2048
17892,0,851
17893,1,2048
17894,0,1024
17895,1,2048
17896,0,871
17897,1,2048
17898,0,880
17899,1,2048
17900,0,818
17901,1,2048
17902,0,720
17903,1,2048
17904,0,887
17905,1,2048
17906,0,891
17907,1,2048
17908,0,925
17909,1,2048
17910,0,781
17911,1,2048
17912,0,863
17913,1,2048
17914,0,1060
17915,1,2048
17916,0,878
17917,1,2048
17918,0,846
17919,1,2048
17920,0,866
17921,1,2048
17922,0,819
17923,1,2048
17924,0,1004
17925,1,2048
17926,0,990
17927,1,2048
17928,0,792
17929,1,2048
17930,0,937
17931,1,2048
17932,0,936
17933,1,2048
17934,0,1046
17935,1,2048
17936,0,1004
17937,1,2048
17938,0,1050
17939,1,2048
17940,0,924
17941,1,2048
17942,0,1017
17943,1,2048
17944,0,1061
17945,1,2048
17946,0,1245
17947,1,2048
17948,0,1142
17949,1,2048
17950,0,1196
17951,1,2048
17952,0,1176
17953,1,2048
17954,0,1233
17955,1,2048
17956,0,1273
17957,1,2048
17958,0,1301
17959,1,2048
17960,0,1399
17961,1,2048
17962,0,1371
17963,1,2048
17964,0,1407
17965,1,2048
17966,0,1476
17967,1,2048
17968,0,1404
17969,1,2048
17970,0,1554
17971,1,2048
17972,0,1464
17973,1,2048
17974,0,1579
17975,1,2048
17976,0,1658
17977,1,2048
17978,0,1538
17979,1,2048
17980,0,1688
17981,1,2048
17982,0,1693
17983,1,2048
17984,0,1756
17985,1,2048
17986,0,1752
17987,1,2048
17988,0,1725
17989,1,2048
17990,0,1838
17991,1,2048
17992,0,1837
17993,1,2048
17994,0,1988
17995,1,2048
17996,0,1931
17997,1,2048
17998,0,2039
17999,1,2048
18000,0,2148
18001,1,2048
18002,0,2082
18003,1,2048
18004,0,2057
18005,1,2048
18006,0,2110
18007,1,2048
18008,0,2172
18009,1,2048
18010,0,2223
18011,1,2048
18012,0,2280
18013,1,2048
18014,0,2298
18015,1,2048
18016,0,2177
18017,1,2048
18018,0,2336
18019,1,2048
18020,0,2348
18021,1,2048
18022,0,2481
18023,1,2048
18024,0,2413
18025,1,2048
18026,0,2591
18027,1,2048
18028,0,2548
18029,1,2048
18030,0,2576
18031,1,2048
18032,0,2618
18033,1,2048
18034,0,2803
18035,1,2048
18036,0,2695
18037,1,2048
18038,0,2686
18039,1,2048
18040,0,2691
18041,1,2048
18042,0,2835
18043,1,2048
18044,0,2659
18045,1,2048
18046,0,2665
18047,1,2048
18048,0,2986
18049,1,2048
18050,0,2979
18051,1,2048
18052,0,2865
18053,1,2048
18054,0,2990
18055,1,2048
18056,0,2920
18057,1,2048
18058,0,2987
18059,1,2048
18060,0,3050
18061,1,2048
18062,0,3026
18063,1,2048
18064,0,3111
18065,1,2048
18066,0,2950
18067,1,2048
18068,0,3160
18069,1,2048
18070,0,3090
18071,1,2048
18072,0,3117
18073,1,2048
18074,0,3147
18075,1,2048
18076,0,3155
18077,1,2048
18078,0,3173
18079,1,2048
18080,0,3240
18081,1,2048
18082,0,3124
18083,1,2048
18084,0,3198
18085,1,2048
18086,0,3380
18087,1,2048
18088,0,3117
18089,1,2048
18090,0,3170
18091,1,2048
18092,0,3140
18093,1,2048
18094,0,3252
18095,1,2048
18096,0,3385
18097,1,2048
18098,0,3242
18099,1,2048
18100,0,3276
18101,1,2048
18102,0,3207
18103,1,2048
18104,0,3250
18105,1,2048
18106,0,3183
18107,1,2048
18108,0,3093
18109,1,2048
18110,0,3270
18111,1,2048
18112,0,3121
18113,1,2048
18114,0,3193
18115,1,2048
18116,0,3275
18117,1,2048
18118,0,3281
18119,1,2048
18120,0,3204
18121,1,2048
18122,0,3295
18123,1,2048
18124,0,3169
18125,1,2048
18126,0,2999
18127,1,2048
18128,0,3105
18129,1,2048
18130,0,3050
18131,1,2048
18132,0,3250
18133,1,2048
18134,0,2994
18135,1,2048
18136,0,3141
18137,1,2048
18138,0,2963
18139,1,2048
18140,0,2947
18141,1,2048
18142,0,3105
18143,1,2048
18144,0,3017
18145,1,2048
18146,0,2918
18147,1,2048
18148,0,2960
18149,1,2048
18150,0,2912
18151,1,2048
18152,0,2867
18153,1,2048
18154,0,2771
18155,1,2048
18156,0,2704
18157,1,2048
18158,0,2866
18159,1,2048
18160,0,2709
18161,1,2048
18162,0,2587
18163,1,2048
18164,0,2600
18165,1,2048
18166,0,2691
18167,1,2048
18168,0,2663
18169,1,2048
18170,0,2525
18171,1,2048
18172,0,2505
18173,1,2048
18174,0,2459
18175,1,2048
18176,0,2466
18177,1,2048
18178,0,2464
18179,1,2048
18180,0,2492
18181,1,2048
18182,0,2444
18183,1,2048
18184,0,2392
18185,1,2048
18186,0,2336
18187,1,2048
18188,0,2174
18189,1,2048
18190,0,2276
18191,1,2048
18192,0,2203
18193,1,2048
18194,0,2195
18195,1,2048
18196,0,2071
18197,1,2048
18198,0,2098
18199,1,2048
18200,0,2276
18201,1,2048
18202,0,1895
18203,1,2048
18204,0,1903
18205,1,2048
18206,0,1907
18207,1,2048
18208,0,1840
18209,1,2048
18210,0,1841
18211,1,2048
18212,0,1720
18213,1,2048
18214,0,1737
18215,1,2048
18216,0,1626
18217,1,2048
18218,0,1755
18219,1,2048
18220,0,1658
18221,1,2048
18222,0,1620
18223,1,2048
18224,0,1696
18225,1,2048
18226,0,1650
18227,1,2048
18228,0,1569
18229,1,2048
18230,0,1453
18231,1,2048
18232,0,1543
18233,1,2048
18234,0,1687
18235,1,2048
18236,0,1306
18237,1,2048
18238,0,1421
18239,1,2048
18240,0,1363
18241,1,2048
18242,0,1379
18243,1,2048
18244,0,1346
18245,1,2048
18246,0,1397
18247,1,2048
18248,0,1222
18249,1,2048
18250,0,1251
18251,1,2048
18252,0,1113
18253,1,2048
18254,0,1211
18255,1,2048
18256,0,1130
18257,1,2048
18258,0,1051
18259,1,2048
18260,0,1131
18261,1,2048
18262,0,1010
18263,1,2048
18264,0,1019
18265,1,2048
18266,0,1054
18267,1,2048
18268,0,1100
18269,1,2048
18270,0,1026
18271,1,2048
18272,0,892
18273,1,2048
18274,0,982
18275,1,2048
18276,0,974
18277,1,2048
18278,0,1020
18279,1,2048
18280,0,921
18281,1,2048
18282,0,755
18283,1,2048
18284,0,840
18285,1,2048
18286,0,802
18287,1,2048
18288,0,907
18289,1,2048
18290,0,910
18291,1,2048
18292,0,740
18293,1,2048
18294,0,936
18295,1,2048
18296,0,786
18297,1,2048
18298,0,968
18299,1,2048
18300,0,940
18301,1,2048
18302,0,772
18303,1,2048
18304,0,927
18305,1,2048
18306,0,878
18307,1,2048
18308,0,834
18309,1,2048
18310,0,849
18311,1,2048
18312,0,1003
18313,1,2048
18314,0,902
18315,1,2048
18316,0,849
18317,1,2048
18318,0,825
18319,1,2048
18320,0,825
18321,1,2048
18322,0,892
18323,1,2048
18324,0,912
18325,1,2048
18326,0,1000
18327,1,2048
18328,0,1156
18329,1,2048
18330,0,855
18331,1,2048
18332,0,947
18333,1,2048
18334,0,985
18335,1,2048
18336,0,958
18337,1,2048
18338,0,1143
18339,1,2048
18340,0,1046
18341,1,2048
18342,0,1101
18343,1,2048
18344,0,1111
18345,1,2048
18346,0,1110
18347,1,2048
18348,0,1278
18349,1,2048
18350,0,1073
18351,1,2048
18352,0,1174
18353,1,2048
18354,0,1188
18355,1,2048
18356,0,1283
18357,1,2048
